GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PiePlotState,0,80,0,0,0,34,0,21,0,21
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CategoryCrosshairState,88,29,11,1,26,13,7,6,1,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PolarPlot,1198,1103,178,104,340,312,158,77,53,41
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,DatasetRenderingOrder,12,49,4,6,5,17,5,6,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,MultiplePiePlot,365,416,50,34,95,126,37,30,6,19
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CrosshairState,141,53,15,1,39,24,14,13,6,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,Crosshair,56,582,1,33,20,161,18,39,17,23
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,SpiderWebPlot,236,1447,43,101,72,412,55,86,19,50
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CombinedDomainXYPlot,351,557,59,53,89,153,53,33,13,17
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CombinedDomainCategoryPlot,301,550,49,47,81,149,46,27,10,15
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,WaferMapPlot,581,0,44,0,152,0,36,0,14,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PolarAxisLocation,6,117,3,19,3,42,3,13,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,Marker,24,495,7,35,10,137,9,49,2,35
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,MeterPlot,178,1347,49,93,51,371,62,65,18,38
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PieLabelLinkStyle,9,67,3,9,4,25,4,8,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,XYPlot,1777,4759,328,538,489,1328,289,375,50,181
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,DefaultDrawingSupplier,12,765,6,50,4,166,5,41,0,18
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CategoryPlot,1208,4161,229,463,336,1191,215,352,44,177
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,RingPlot,422,262,45,25,123,91,37,28,14,16
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CompassPlot,821,374,69,36,167,111,66,26,17,18
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CenterTextMode,0,34,0,0,0,7,0,1,0,1
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PiePlot3D,906,1123,89,59,251,271,56,30,2,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,MeterInterval,12,123,6,8,6,36,6,11,0,10
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CombinedRangeCategoryPlot,200,513,41,45,53,146,38,25,6,14
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PiePlot,983,2765,126,218,254,803,130,174,33,99
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,Plot,386,785,88,92,138,262,87,72,21,48
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,SeriesRenderingOrder,12,49,4,6,5,17,5,6,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PieLabelDistributor,107,227,13,21,22,50,10,16,2,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,XYCrosshairState,3,0,0,0,2,0,1,0,1,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,AbstractPieLabelDistributor,0,31,0,0,0,10,0,5,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,ValueMarker,11,57,1,7,3,19,2,8,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,IntervalMarker,20,116,2,10,5,34,4,13,2,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,ThermometerPlot,1185,761,118,74,269,201,125,45,48,25
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CategoryMarker,6,93,3,7,3,27,3,10,0,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PlotOrientation,6,66,2,8,2,24,3,10,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,CombinedRangeXYPlot,352,508,59,43,96,144,50,29,12,16
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PieLabelRecord,38,157,7,19,10,46,10,19,4,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PlotState,0,11,0,0,0,4,0,2,0,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,DialShape,24,48,8,4,9,14,7,5,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,FastScatterPlot,213,804,37,65,70,233,49,52,20,30
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.plot,PlotRenderingInfo,45,148,9,11,13,42,8,16,1,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.imagemap,DynamicDriveToolTipTagFragmentGenerator,48,0,0,0,12,0,3,0,3,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.imagemap,ImageMapUtils,125,128,12,22,40,41,12,13,6,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.imagemap,StandardToolTipTagFragmentGenerator,0,14,0,0,0,4,0,2,0,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.imagemap,StandardURLTagFragmentGenerator,0,13,0,0,0,3,0,2,0,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.imagemap,OverLIBToolTipTagFragmentGenerator,0,14,0,0,0,5,0,2,0,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultLogAxisEditor,156,0,12,0,46,0,13,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultTitleEditor,385,0,20,0,100,0,21,0,11,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultValueAxisEditor,546,0,32,0,149,0,36,0,20,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultNumberAxisEditor,199,0,12,0,56,0,13,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultChartEditor,422,0,6,0,101,0,12,0,9,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultChartEditorFactory,8,0,0,0,3,0,2,0,2,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultPlotEditor,934,0,100,0,262,0,68,0,18,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultPolarPlotEditor,241,0,12,0,66,0,15,0,9,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,ChartEditorManager,17,0,0,0,6,0,4,0,4,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.editor,DefaultAxisEditor,591,0,22,0,137,0,29,0,18,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,StandardPieURLGenerator,28,127,3,11,5,35,3,10,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,CustomPieURLGenerator,13,159,7,17,5,39,8,12,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,CustomXYURLGenerator,17,139,10,18,7,39,10,12,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,StandardXYZURLGenerator,9,0,0,0,2,0,2,0,2,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,TimeSeriesURLGenerator,33,192,5,15,7,45,9,9,4,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,StandardCategoryURLGenerator,51,165,9,11,11,43,8,9,2,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,URLUtilities,54,0,0,0,16,0,3,0,3,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,StandardXYURLGenerator,58,64,8,6,10,22,7,5,1,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.urls,CustomCategoryURLGenerator,17,139,10,18,7,40,10,12,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.json,JSONUtils,224,0,20,0,69,0,15,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,DateTitle,10,43,0,0,2,13,1,4,1,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,ShortTextTitle,289,12,43,1,66,4,28,2,6,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,LegendTitle,116,596,20,42,34,167,29,37,12,23
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,TextTitle,507,592,94,56,134,171,72,40,12,25
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,LegendItemBlockContainer,9,78,1,3,3,25,4,7,3,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,LegendGraphic,118,497,30,44,31,151,29,47,9,30
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,PaintScaleLegend,750,314,68,24,169,93,49,27,13,17
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,ImageTitle,405,0,36,0,102,0,29,0,11,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,Title,29,270,9,19,11,82,12,24,4,18
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.title,CompositeTitle,73,80,4,6,19,26,7,10,4,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,PieDatasetHandler,72,0,8,0,22,0,9,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,ValueHandler,98,0,8,0,28,0,10,0,6,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,CategoryDatasetHandler,84,0,8,0,24,0,9,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,CategorySeriesHandler,113,0,8,0,30,0,9,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,DatasetReader,83,0,0,0,29,0,5,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,KeyHandler,94,0,6,0,24,0,9,0,6,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,ItemHandler,111,0,8,0,33,0,11,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.xml,RootHandler,54,0,8,0,18,0,10,0,6,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartFrame,36,0,2,0,11,0,4,0,3,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartTransferable,207,0,12,0,61,0,13,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartHints,11,0,0,0,2,0,1,0,1,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,JFreeChart,523,1129,73,103,147,326,82,80,27,47
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartHints.Key,33,0,13,0,7,0,9,0,2,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,LegendItem,96,689,8,44,38,220,18,66,10,48
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,JFreeChart.new RenderingHints.Key() {...},3,4,0,0,1,2,1,1,1,1
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,LegendItemCollection,6,64,1,5,2,19,2,9,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartColor,6,338,0,0,2,59,1,2,1,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,MouseWheelHandler,105,13,14,0,33,5,11,1,4,1
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartPanel,2955,1223,358,52,811,351,288,38,91,30
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,HashUtils,136,185,23,19,33,42,18,17,1,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartRenderingInfo,2,141,4,12,1,43,4,16,0,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,StrokeMap,9,160,0,14,3,46,2,14,2,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,PaintMap,5,164,0,14,1,48,1,15,1,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,PolarChartPanel,243,0,24,0,75,0,19,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,StandardChartTheme.new StandardChartTheme() {...},5,0,0,0,3,0,2,0,2,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartFactory,1396,1216,150,52,334,349,116,41,27,29
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,LegendRenderingOrder,57,0,10,0,21,0,10,0,5,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,StandardChartTheme,763,1232,93,117,223,381,112,85,46,46
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartUtils,402,0,8,0,128,0,32,0,28,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart,ChartMouseEvent,22,0,0,0,8,0,4,0,4,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,ShipNeedle,84,20,8,4,18,6,8,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,LongNeedle,189,19,14,2,50,7,10,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,WindNeedle,69,18,8,4,17,6,8,2,2,2
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,MeterNeedle,144,187,10,20,39,63,21,20,13,13
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,PlumNeedle,84,18,7,3,20,6,7,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,PointerNeedle,139,18,13,3,36,6,10,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,PinNeedle,128,18,9,3,25,6,8,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,ArrowNeedle,140,36,12,6,32,13,9,5,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,MiddlePinNeedle,133,20,10,4,26,6,9,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.needle,LineNeedle,53,16,6,2,12,5,6,3,2,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.encoders,SunPNGEncoderAdapter,32,0,0,0,12,0,7,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.encoders,ImageEncoderFactory,92,0,2,0,31,0,9,0,8,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.encoders,EncoderUtil,71,0,0,0,27,0,9,0,9,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.encoders,SunJPEGEncoderAdapter,86,0,4,0,28,0,9,0,7,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.data.io,CSV,212,0,20,0,59,0,16,0,6,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardCategoryToolTipGenerator,8,27,1,3,2,10,2,5,1,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,MultipleXYSeriesLabelGenerator,114,123,10,10,30,38,10,9,3,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,IntervalXYToolTipGenerator,279,0,32,0,70,0,25,0,9,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,AbstractCategoryItemLabelGenerator,35,220,7,15,10,64,10,14,4,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,IntervalCategoryItemLabelGenerator,96,15,10,0,21,6,6,3,1,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,AbstractPieItemLabelGenerator,5,183,4,18,2,55,5,15,1,8
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,CustomXYToolTipGenerator,18,126,14,14,4,35,13,9,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,BoxAndWhiskerXYToolTipGenerator,106,22,6,2,19,8,5,3,1,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardCategoryItemLabelGenerator,6,35,0,4,2,12,1,7,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardXYZToolTipGenerator,113,64,8,8,28,24,10,7,5,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardPieSectionLabelGenerator,28,75,1,5,8,25,5,9,4,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,SymbolicXYItemLabelGenerator,95,18,10,2,25,7,9,4,3,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,HighLowItemLabelGenerator,136,83,18,10,33,27,14,7,2,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardXYSeriesLabelGenerator,2,71,1,5,1,25,1,9,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,ItemLabelPosition,18,79,3,9,7,25,7,7,4,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,BubbleXYItemLabelGenerator,101,101,9,9,26,31,9,10,3,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardCategorySeriesLabelGenerator,2,71,1,5,1,25,1,9,0,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,BoxAndWhiskerToolTipGenerator,89,20,4,2,17,7,4,3,1,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardXYToolTipGenerator,14,46,1,3,4,16,3,8,2,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardPieToolTipGenerator,10,26,0,0,3,10,2,5,2,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,IntervalXYItemLabelGenerator,255,24,29,3,61,9,21,4,6,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardXYItemLabelGenerator,20,39,1,3,6,15,4,7,3,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,IntervalCategoryToolTipGenerator,98,27,11,3,22,10,7,5,1,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,StandardCrosshairLabelGenerator,38,49,4,8,12,18,7,6,3,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,ItemLabelAnchor,65,271,23,33,43,95,23,10,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.labels,AbstractXYItemLabelGenerator,72,233,10,22,19,65,13,19,4,12
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,ValueTick,6,58,3,5,3,16,3,6,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,NumberTickUnit,16,75,2,8,2,24,3,9,1,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,StandardTickUnitSource,49,13,1,1,12,5,5,3,4,3
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,CategoryTick,5,91,2,10,2,23,3,9,1,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,Axis,527,1259,61,103,126,385,54,102,6,68
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,DateTickUnit,78,197,8,22,18,50,14,18,6,11
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,PeriodAxisLabelInfo,29,259,1,19,10,72,9,18,8,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,DateAxis,708,2144,87,131,184,550,77,84,12,40
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,LogAxis,784,724,81,45,196,189,74,29,18,22
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,CyclicNumberAxis.CycleBoundTick,11,0,0,0,3,0,1,0,1,0
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,TickUnit,12,86,5,11,6,25,6,10,1,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,DateTickUnitType,4,121,2,18,2,43,2,14,0,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,PeriodAxis,1254,486,113,25,301,138,82,33,24,22
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,QuarterDateFormat,69,116,4,6,20,24,7,6,4,4
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,CategoryLabelPositions,117,326,6,14,39,121,10,12,5,7
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,TickUnits,43,85,5,5,12,22,7,7,3,6
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,SymbolAxis,752,137,93,11,222,47,61,13,13,9
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,DateTickMarkPosition,8,60,3,9,3,22,2,9,0,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,MonthDateFormat,67,131,5,13,16,34,9,10,5,5
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,LogarithmicAxis,1186,265,229,25,296,73,136,20,14,15
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,CategoryAxis,385,1504,70,116,98,410,66,81,10,44
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,NumberAxis,257,1159,43,105,75,311,45,68,6,33
"jfreechart (Apr 4, 2019 1:18:13 AM)/jfreechart/src/main/java",org.jfree.chart.axis,SubCategoryAxis,286,263,34,20,82,74,26,15,2,12
