GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,MinpackTest.LinearFullRankFunction,0,115,0,10,0,19,0,8,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,StraightLineProblem,28,172,2,8,5,30,2,13,1,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,RandomStraightLinePointGenerator,0,72,0,2,0,16,0,4,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,StraightLineProblem.Model,0,17,0,0,0,5,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizerTest.new ConvergenceChecker() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,MinpackTest.MinpackFunction,0,123,0,4,0,31,0,14,0,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,MinpackTest.RosenbrockFunction,0,71,0,0,0,7,0,3,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,StatisticalReferenceDatasetFactory,52,44,1,1,16,16,4,3,3,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,EvaluationTest.new MultivariateVectorFunction() {...},0,11,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,LevenbergMarquardtOptimizerTest,18,1333,4,16,3,157,4,18,0,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,MinpackTest.Box3DimensionalFunction,0,148,0,4,0,22,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,EvaluationRmsCheckerTest.new LeastSquaresProblem.Evaluation() {...},12,9,0,0,6,3,6,2,6,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.fitting.leastsquares,RandomCirclePointGenerator,0,84,0,2,0,17,0,4,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.transform,FastHadamardTransformerTest,11,291,0,10,2,41,0,14,0,9
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.transform,RealTransformerAbstractTest,101,381,0,32,8,81,0,26,0,10
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.transform,FastFourierTransformerTest,144,1999,0,96,16,309,0,67,0,19
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.transform,FastSineTransformerTest,58,597,3,35,11,98,3,33,0,17
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.transform,FastCosineTransformerTest,45,621,3,29,9,98,3,28,0,15
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatorTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatorTest,36,430,0,20,8,69,0,14,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,18,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},44,0,0,0,7,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},44,0,0,0,7,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,MicrosphereProjectionInterpolatorTest,0,287,0,4,0,76,0,5,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,21,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,MicrosphereProjectionInterpolatorTest.new MultivariateFunction() {...},4,24,1,1,1,4,1,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,18,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatorTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatorTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatorTest,70,294,2,12,11,56,2,10,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,14,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},26,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,25,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolatorTest.new UnivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},34,0,0,0,5,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatorTest.new TrivariateFunction() {...},0,20,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,14,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatorTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,23,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,27,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolatorTest.new UnivariateFunction() {...},0,12,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolatorTest,45,456,0,8,10,67,0,8,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolatorTest.new BivariateFunction() {...},0,33,0,2,0,4,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,20,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},36,0,0,0,6,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,20,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},36,0,0,0,6,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,25,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest,1047,770,58,44,173,139,33,27,4,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},16,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatorTest.new MultivariateFunction() {...},4,42,1,1,1,4,1,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatorTest,478,189,12,0,79,20,8,2,2,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest,176,622,2,12,26,160,2,11,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,DividedDifferenceInterpolatorTest,17,300,1,7,5,50,1,8,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest,135,1586,0,78,27,265,0,43,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatorTest.new MultivariateFunction() {...},4,24,1,1,1,4,1,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatorTest.new TrivariateFunction() {...},0,21,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatorTest.new TrivariateFunction() {...},18,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,HermiteInterpolatorTest,23,1296,1,51,4,143,2,38,1,13
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,UnivariatePeriodicInterpolatorTest,12,443,0,14,4,84,0,13,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},12,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},36,0,0,0,6,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,LoessInterpolatorTest,455,794,3,23,26,99,15,20,12,10
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,SplineInterpolatorTest,24,920,0,4,6,109,0,10,0,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,FieldHermiteInterpolatorTest,36,1357,0,42,6,162,2,33,2,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicInterpolatingFunctionTest.new BivariateFunction() {...},0,12,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,18,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,25,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},60,0,0,0,10,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,LinearInterpolatorTest,24,454,0,2,6,59,0,7,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,23,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,NevilleInterpolatorTest,17,300,1,7,5,50,1,8,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,MicrosphereInterpolatorTest,0,225,0,8,0,53,0,7,0,3
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},16,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest,165,1172,1,15,31,274,1,13,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,18,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatorTest,233,555,0,12,31,79,1,10,1,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatingFunctionTest.new TrivariateFunction() {...},0,23,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,SmoothingPolynomialBicubicSplineInterpolatorTest.new BivariateFunction() {...},0,43,0,2,0,4,0,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolatorTest.new UnivariateFunction() {...},0,18,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},36,0,0,0,5,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatorTest.new BivariateFunction() {...},0,26,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},0,12,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,44,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatorTest,90,534,0,20,20,73,0,14,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatingFunctionTest.new BivariateFunction() {...},14,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicSplineInterpolatorTest.new TrivariateFunction() {...},21,0,0,0,3,0,2,0,2,0
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,BicubicSplineInterpolatorTest.new BivariateFunction() {...},0,16,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,AkimaSplineInterpolatorTest,40,415,0,6,15,70,0,9,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,19,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,PiecewiseBicubicSplineInterpolatingFunctionTest,100,480,0,10,20,96,0,10,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.interpolation,TricubicInterpolatingFunctionTest.new TrivariateFunction() {...},0,8,0,0,0,3,0,2,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.ml.clustering.evaluation,SumOfClusterVariancesTest,0,176,0,4,0,26,0,6,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.ml.neuralnet.oned,NeuronStringTest,0,529,0,22,0,70,0,16,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,LegendreGaussIntegratorTest.new UnivariateFunction() {...},0,18,1,3,0,3,1,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,RombergIntegratorTest,36,214,10,10,6,42,10,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,TrapezoidIntegratorTest,36,214,10,10,6,42,10,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,MidPointIntegratorTest,38,264,12,12,6,63,12,5,0,5
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegratorTest,13,423,3,13,2,86,3,12,0,7
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,IterativeLegendreGaussIntegratorTest.new UnivariateFunction() {...},0,18,1,3,0,3,1,3,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,LegendreGaussIntegratorTest,13,380,3,13,2,72,3,11,0,6
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.analysis.integration,SimpsonIntegratorTest,36,214,10,10,6,42,10,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,HarmonicFitterTest,9,598,1,19,4,94,1,17,0,8
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,PolynomialFitterTest,17,757,7,39,2,138,7,29,0,13
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,GaussianFitterTest,8,2175,0,4,4,231,0,14,0,12
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,CurveFitterTest,1,226,1,1,0,47,1,4,0,4
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,CurveFitterTest.SimpleInverseFunction,0,36,0,4,0,6,0,4,0,2
"commons-math3 (Apr 3, 2019 7:20:47 PM)/commons-math3/src/test/java",org.apache.commons.math3.optimization.fitting,CurveFitterTest.new ParametricUnivariateFunction() {...},0,127,0,0,0,18,0,3,0,3
